text,rating,category_clean,product_name,cluster
"produk sesuai, respon cepat barang sampai juga cepat. rekomen banget.. thx gan.. smg sukses jualannya",5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 80MBPS CLASS 10 UHS-1,2
thanks.........................,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 80MBPS CLASS 10 UHS-1,2
Barang sesuai dan pengiriman cepat,5.0,elektronik,SANDISK ULTRA DUAL USB DRIVE 3.0 32GB OTG FLASH DRIVE,2
Pembelian kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
"Lancar luncur,,,,,,,,",5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Sesuai pesanan mudah2an awet,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Barang sesuai spek. Ori,4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Pembelian yang kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Barangnya sdh sampai terima kasih,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,4
"Maaf telat info. Pembelian kesekian kali, selalu puas dgn pelayanannya. Thanks seller",4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Penjualannya ramah dan respon cepat,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
original.....recomended seller....pengiriman cepat...fast,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
produk yg diterima sesuai dengan deskripsi produk. respon cepat. thanks,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
respond dari sellernya cepet banget.... barang belum dicoba karna buat stock. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
siiipppp........biar bintang yang bicara bos,5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
barang sudah di terima mksh dengan komdisi baik,4.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
tks gaaaaaaaaaaaaaaaaaaaaaaaaaaan :),5.0,elektronik,SANDISK FLASHDISK 16GB / SANDISK CRUZER SWITCH-EDGE-BLADE 16GB,2
Pembelian kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
Pembelian yang kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
"Maaf telat info. Pembelian kesekian kali, selalu puas dgn pelayanannya. Thanks seller",4.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
"Pengiriman cepat, packing rapi, deskripsi sesuai",5.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
respond dari sellernya cepet banget.... barang belum dicoba karna buat stock. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
respon cepat produk sesuai...makasih...,4.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
harga kompetitif banget. puas pakainya,5.0,elektronik,SANDISK FLASHDISK 32GB / SANDISK CRUZER SWITCH-EDGE-BLADE 32GB,2
Mantap.. pengiriman cepat.. barang terjamin. top pokoknya,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"Barang bagus,,sesuai deskripsi",4.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Barang sesuai dengan pesanan kemasannya rapi pokoknya bagus,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"Wow, ini ekspetasi pngiriman diluar dugaan, cepet bngt,  mantap,  dan juga sesuai deskripsi,  sukses selalu,  rec seller..",5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,3
Bagus banget kenceng wus wus,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
thank udah di terima kwalitas oke,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Barang sesuai deskripsi..,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"barang sudah diterima,tks.",5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Barang sdh diterima thank,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,4
pengiriman cepat respon cepat. terimakasih,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
siiipppp........biar bintang yang bicara bos,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Barang sudah sampe... Ok... Good service deh pokoknya...,5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"barang ok gan,  thank's smoga berlanjut....",5.0,elektronik,SANDISK ULTRA FLASDISK 16 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Sesuai gambar dan mantappp... recommended.. cepat,5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"respon cepat, barang OK punya. semoga awet",5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"mantabs bos sangat puas, fd nya original 100% dari distributor resmi datascript. makasih byk bosku",5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
Barang diterima dalam keadaan baik dan segel baik,5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
sesuaidenganpesananmantapterimakasih,5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"Luar biasa,, nga ragu lagi degh ama agan ini.. pasti ane jadiin langganan.. barang barus , respons super cepat,, pokoknya mantabslah.. abis order nga sampe 15 menit resi gojeknya langsung nongol....",5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,3
barang diterima dengan baik dan packingnya pun rapih,5.0,elektronik,SANDISK ULTRA FLASDISK 32 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"Di deskripsi nya sih up to 100 mbps, ternyata speednya biasa aja, tp mudah2an awet aja lah",3.0,elektronik,SANDISK ULTRA FLASDISK 64 GB USB 3.0 UP TO 100MBPS ORIGINAL,3
Paketan tlh tiba Gan...fast respon n packing juga rapi. Terima kasih,5.0,elektronik,SANDISK ULTRA FLASDISK 64 GB USB 3.0 UP TO 100MBPS ORIGINAL,2
"Barang sudah diterima, seperti biasa penjual cepat respon dan barang cepat sampainya. Recommend seller. Thanks",4.0,elektronik,SANDISK ULTRA FLASDISK 64 GB USB 3.0 UP TO 100MBPS ORIGINAL,4
"thanks,gan..brg sdh diterima...",5.0,elektronik,SANDISK ULTRA FLASDISK 64 GB USB 3.0 UP TO 100MBPS ORIGINAL,4
"Barang sudah diterima,  trimakasih atas pengiriman barang nya",5.0,elektronik,SANDISK ULTRA DUAL USB DRIVE 3.0 64GB OTG FLASH DRIVE,4
mantap bos....cepet responnya.......,5.0,elektronik,SANDISK ULTRA DUAL USB DRIVE 3.0 64GB OTG FLASH DRIVE,2
"cepat mantabz, sukses terus ya gan.....",4.0,elektronik,SANDISK ULTRA DUAL USB DRIVE 3.0 64GB OTG FLASH DRIVE,2
Produk original yang dapat digunakan di HP android maupun di laptop sebagai external storage. Kualitas tidak perlu diragukan lagi,5.0,elektronik,SANDISK ULTRA DUAL USB DRIVE 3.0 64GB OTG FLASH DRIVE,3
Pengiriman super cepat dan puas,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
Barang sesuai pesanan....👍👍👍,4.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
"thanks,gan...brg sdh diterima..",5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,4
barang sdh smp...respon cepat...makasih...,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,4
Barang sesuai dengan iklannya,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
barang sudang di terima dengan kondisi baik,4.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
Datang cepat dan sesuai dengan gambar langsung bisa dipakai,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
respon cepat produk sesuai...makasih...,4.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 16GB SPEED 48 MBPS UHS-1 CARD,2
respond dari sellernya cepet banget.... barang belum dicoba karna buat stock. Thanks Seller,4.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,2
top top top top top top top top,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,2
harga murah dan Kualitas bagus dari sandisk,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,2
5 star services... fast response and delivery... top notch product quality,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,2
"sesuai dengan pesanan, terima kasih sdh dikirim smp kantor jam 4.30 pm",4.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,4
Sudah di terima...barang mantaaab...pelayanan okeeeh...trims,5.0,elektronik,SANDISK ULTRA MICRO SD / SDHC 32GB SPEED 48 MBPS UHS-1 CARD,2
"thanks,gan..brg sdh diterima...",5.0,elektronik,MICRO SD SANDISK 8GB - GARANSI RESMI,4
terimakasih sudah sampai,5.0,elektronik,MICRO SD SANDISK 32GB - GARANSI RESMI,2
"berharap bertahan 3 tahun ke depan, semua sesuai deskripsi dan respon cepat.. thanks",5.0,elektronik,MICRO SD SANDISK 32GB - GARANSI RESMI,2
ok.......................................,5.0,elektronik,MICRO SD SANDISK 32GB - GARANSI RESMI,2
Asli dan sesuai deskripsi! Recommended Seller!,5.0,elektronik,MICRO SD SANDISK 32GB - GARANSI RESMI,2
"barang sudah diterima dengan baik dan sesuai pesanan, respon cepat dan pengiriman tepat waktu",5.0,elektronik,SANDISK ULTRA SDHC UHS-1 CARD 16GB SPEED UP TO 80MBPS,2
Toooooppppppp!!!!!!!!,5.0,elektronik,SANDISK ULTRA SDHC UHS-1 CARD 16GB SPEED UP TO 80MBPS,2
Good sesuai deskripsi.,5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
Pembelian kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
Barang ori sesuai spek.,4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
Pembelian yang kesekian kali. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
Barang uda sampe. Ssuai pesanan. Blom di coba sih tp Thx for fast responses,5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
"Maaf telat info. Pembelian kesekian kali, selalu puas dgn pelayanannya. Thanks seller",4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
"Barang sudah diterima, seperti biasa penjual cepat respon dan barang cepat sampainya. Recommend seller. Thanks",4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,4
respon seller luar biasa cepat..begitu juga pengirimannya...favorit deh..mluar biasa gan..GOOD JOB!!,5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
brg murah dan asli. pengiriman cepat,5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
"Barang sudah sampai, responnya cepat sekali Recommended Seller. Thanks",5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
respond dari sellernya cepet banget.... barang belum dicoba karna buat stock. Thanks Seller,4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
barang sudah sampai. thanks ya,5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
Lumayan murah bos. Berjalan dengan baik,4.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,2
"Luar biasa,, nga ragu lagi degh ama agan ini.. pasti ane jadiin langganan.. barang barus , respons super cepat,, pokoknya mantabslah.. abis order nga sampe 15 menit resi gojeknya langsung nongol....",5.0,elektronik,SANDISK FLASHDISK 8GB / SANDISK CRUZER SWITCH-EDGE-BLADE 8GB,3
sesuai pesanan .................................,5.0,elektronik,SANDISK ULTRA SDHC UHS-1 CARD 32GB SPEED UP TO 80MBPS,2
"thanks,gan..brg sdh diterima...",5.0,elektronik,SANDISK ULTRA SDHC UHS-1 CARD 32GB SPEED UP TO 80MBPS,4
Sudah sampai gan. Thx ya,5.0,elektronik,SANDISK ULTRA SDXC UHS-1 CARD 64GB SPEED UP TO 80MBPS,2
"respon cepat, barang sesuai deskripsi, recommended seller...",5.0,elektronik,SANDISK ULTRA SDXC UHS-1 CARD 64GB SPEED UP TO 80MBPS,2
"thanks,gan..brg sdh diterima...",5.0,elektronik,SANDISK ULTRA SDXC UHS-1 CARD 64GB SPEED UP TO 80MBPS,4
Sasuga.........................,4.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
"Produk sesuai deskripsi, dipaketkan dengan cepat dan baik..",5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
"Packing rapi, pengiriman cepat dan barang sesuai dengan deskripsi...top banget",5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Original sampainya cepat,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Pengirman cepat.............................,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Barang sudah sampai dan pengirimannya juga cepat.,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Pengiriman cepat...........,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
"respon cepat, barang sesuai pesanan, thanks",5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
sesuai and fast responnn,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
barang sesuai pesanan....,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
barang sesuai photo dan sampai tepat waktu,4.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
harga sangan kompetitif banget. puas belanjanya,5.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Terima kasih  semoga awet gan sekalian di lengkapi gan etalasenya biar makin komplit,4.0,elektronik,FLASHDISK TOSHIBA 16GB ORIGINAL 100%,2
Sasuga......................,5.0,elektronik,FLASHDISK TOSHIBA 32GB ORIGINAL 100%,2
barang sudah diterima dg baik. thanks.,5.0,elektronik,FLASHDISK TOSHIBA 32GB ORIGINAL 100%,2
barang sudah diterima dg baik. thanks,5.0,elektronik,FLASHDISK TOSHIBA 32GB ORIGINAL 100%,2
recommended seller...............................................,5.0,elektronik,FLASHDISK TOSHIBA 32GB ORIGINAL 100%,2
barang sudah diterima..mantaappp..sukses terus,4.0,elektronik,FLASHDISK TOSHIBA 32GB ORIGINAL 100%,2
