text,rating,category_clean,product_name,cluster
Jam tangan yang bagus dan dibuat nyaman,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"Semuanya sangat baik, saya menyukainya",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
cocok sempurna dan gaya. Suamiku menyukainya. Terima kasih.,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"Saya suka jam tangan ini! tidak hanya sangat modis, tetapi juga sangat tahan lama!",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,3
"Produk bagus, seperti yang diharapkan dan pengiriman sangat cepat!",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,4
Ini benar-benar dibuat dengan baik dan benar-benar bernilai uang menurut saya,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Saya suka wajah yang benar-benar terlihat seperti jam tangan militer yang mahal.,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"Jam tangan ini hebat! Ini memiliki banyak fitur dan tahan air, yang baik untuk kegiatan luar ruangan.",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,3
Cinta jam tangan gaya militer Biden. WIfe saya mendapatkannya untuk saya sebagai hadiah,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Suka jala baja hitam dan dial hitam,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Jam tangan yang sangat indah dan ringan.,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Cintailah ketipisan itu juga,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"Sama seperti di foto. Kualitas build sangat bagus, super tipis.",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,4
"Nilai besar, ringan, wajah cukup besar, dan sangat anti gores",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Ini ramping dan ringan. Ini adalah jam yang bagus,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Saya suka jam tangan ini. Sangat tipis dan bergaya,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Lumayan lah bagus sesuai harga,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barangnya best saler banget kakk,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barang susuai pengiriman juga cepat ... thanks,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barangnya sesuai bagus dan tidak mengecewakan,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barangnya sesuai banget makasih gan,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Sangat menyayangi jam tangan ini. Ini ramping seperti yang Anda harapkan dari jam tangan,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"barang sesuai pengirimannya juga tepat waktu, makasih kak",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"barang bagus, cepat sampai recommended banget",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,4
pengirimannya sangat cepat dan aman barang tidak rusak,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"pengirimannya tepat waktu banget kakk, makasih",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
pelayanan cepat dan ramah banget,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barangnya bagus sesuai dengan di gambar,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
barang datang sesuai pesanan kakk makasihh,5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
"pelayanannya bagus, sangat ramah",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,4
"Sempurna, persis apa yang saya inginkan",5.0,fashion,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,2
Tq....................,5.0,fashion,jam tangan Biden fashion pria analog pita jala bisnis -,2
"Barangnya bagus banget, packing rapih, respon seller memuaskan",5.0,fashion,Jam Tangan Wanita Stainless Steel Band Fashion Bisnis Luxury Jam - Kuning,2
Barangnya imut2 sekale kalau untuk orang agak gemuk saya tidak sarankan□ bukan bermaksud rasis,4.0,fashion,Casio Jam Tangan Unisex MQ-76,3
"Fast respon, packing rapi, jam tangannya bagus, okeh banget.. trims seller.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,4
"Packing rapih, warna dan tipe yang di beli juga sesuai.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Produk sesuai deskripsi thx,4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Sesuai deskripsi, harga miring, cepet sampai, produk berkualitas. Terimakasih.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Barang oke, packing oke, ori jg.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"packing rapih,barang bagus,harga murah.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Top markocok 😇😇🙏,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Cepet ngirimnya and barangnya ok,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Produk original kualitas mantappp dan pastinya bergaransi.,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
brg ori.. difikir besar trnyata imut2 jam nya...,4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Simpel,ringan dan nyaman m fast response.... Recommended banget",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Jam oke dan original, packing bagus, padahal pilih pengiriman dgn jne reg tp dikasih via jne yes, mantap",5.0,fashion,Casio Jam Tangan Unisex MQ-76,4
Lebih cocok buat jam cewek hahhah,4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Produk bagus dan original, pengiriman cepat hanya saja sangat kecil dimensi nya kurang cocok utk dipakai di pria sepertinya.",4.0,fashion,Casio Jam Tangan Unisex MQ-76,3
"barangnya bagus dan memuaskan, pengirimannya cepat sekali",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Barang sudah diterima dgn baik. Sesuai gambar juga. Sama persis dgn jam lama saya. Thank you 😊😊,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
produk sesuai deskripsi,4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Mantap bagus, langsug dipake",5.0,fashion,Casio Jam Tangan Unisex MQ-76,4
Barang sesuai dengan deskripsi produk bagus,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Barang sudah diterima dengan baik. Tq..,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Packing bagus barang sesuai gambar,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Pokoknya kecceh 👍 semua okke,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"over all good , semoga awet,terimakasih",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Sudah sampai dan packing bagus..semoga awet,4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Saya ada perubahan pesanan, termyata lgs bisa diproses. Pengiriman cepat, packing rapi.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Produk original.Harga murah.Layanan memuaskan.Packing sangat aman dan rapih.Seller fast respon.Pengirimannya jg cepat.Saya puas berbelanja di toko ini.Trima kasih,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Memuaskan,barang sampai dg aman, packaging rapih, barang mantab.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Semua ok..semoga awet. Thankssss,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Ternyata kecil y diameterny utk ukuran pria. lebih cocok ke cewek sih,3.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Barangnya bagus sekali, respon juga bagus",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Bagus sesuai gambar. Simple but elegant. Cepat sampai.👍👍👍,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"pesanan terkirim dgn baik dan rapi, barang sesuai pesanan. Beautiful watch.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Overall oke, tp kalau buat cowo kekecilan, kalau buat cewe cakep... Lain kali ditulis jam tangan cewe aja, kasian nih yg cowo pada dpt PHP... Thank you",5.0,fashion,Casio Jam Tangan Unisex MQ-76,3
Ternyata lebih kecil dari yg dibayangkan,3.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Terimakasih barang sudah sampai,pengiriman cepat respon penjual ok, barang blm di buka siih semoga awet",4.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Bagus, original.....cm agak kecil ya",5.0,fashion,Casio Jam Tangan Unisex MQ-76,4
"Fast respon, jam bagus. semoga awet yah. :)",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
beruntung rasanya dapat jam tangan keren dg harga diskon...tapi ori dan oke banget dh..trimakasih,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Barang original baguussssssss,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Cepaaaaaaaaaaaaaaat👌,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Kecil jamnya pantes utk cewek ini 😔,3.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Packing sangat savety,barang memuaskan nggak nyesel dapet flash sale",5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
kecil banget kecewa banget,1.0,fashion,Casio Jam Tangan Unisex MQ-76,2
produk sesuai dengan deskripsi. pengiriman cepat,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
Terimakasih respon bagus packing ok recommend seller,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Barang diproses dengan cepat, kardusnya kali ini bagus tidak ada yang penyok, jam sesuai harapan, terimakasih.",5.0,fashion,Casio Jam Tangan Unisex MQ-76,3
Mantuulll ori no fake gan,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
"Kualitas barang bagus, barang original..",5.0,fashion,Casio Jam Tangan Unisex MQ-76,4
Keren buat pakai sehari2,5.0,fashion,Casio Jam Tangan Unisex MQ-76,2
produk sesuai  gambar..,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Sudah smpai jam tangannya.. Baguss,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Terima kasih..............,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Jamnya bagus sesuai foto yang dipajang,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sesuai deskripsi,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Super cepaaaaaaaaaaaaaaaaaaaar,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Saya puas produknya dipaketkan  dengan rapi &amp; cepat pengirimannya,barang tidak cacat,,RECOMMENDED",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Pengiriman cepat... udah pembelian ke dua di mimin seller ini... produknya kurang begitu suka. 😎,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"...... bagus, sesuai deskripsi",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
Saya suka original asli. I like it,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Lumayan ......................,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Jam berfungsi baik, hanya saja sebaiknya kardus kemasan diberikan yg utuh tidak lecek atau terlipat2 karena mau buat kado jadi kurang rapi dan jorok kesannya. Bahan kurang kokoh",3.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,3
"saya kira agak besar diameternya, nggakasalah masih bisa dipakai",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Respon seller cepat,  pengiriman cepat, packing rapi,  produk bagus👍👍",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Packing good... Barang sesuai deskripsi daaannn semoga awet,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Fast response...great seller, great watch. Happy shopping",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang nya bagus sesuai deskripsi gambar,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Sesuai harga, cocok oke",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang bagus, sesuai gambar, terima kasih...👍👍",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
"Produk mantap, pengiriman cepat",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Jamnya bagus.. Meskipun simple namun terkesan mewah. Pengiriman jg sangat cepat.. Penjual sangat ramah, responsif dan sabar. Sebelum pengiriman penjual menelpon dahulu utk konfirmasi produk akan dikirim.. Well service.. :) Jamnya original, dilengkapi dg kartu garansi. Recommended..",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,3
Barangnya okeee loh...,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Yang penting Original. Terimakasih.,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang bagus tapi kecil,cocok untuk cewek,pengiriman cepat,packing baik",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang sesuai harapan,, tengkyu...",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang telah diterima dengan baik, pengiriman cepat, barang sesuai pesanan. Terima kasih.",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Keren barangnya dan tepat waktu,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Ok barang dah nyampe thxs ya,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
luar biasa.kemaren bayar hari ini barang dah sampai.sukses terus ya.,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Kualitas produk cukup bagus, kelengkapannya juga ada semua kaya manual dan garansi.",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
barang sudah diterima dengan baik gan. maaf baru kasih ulasan. makasih,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Paket sudah diterima. Terima kasih,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Jamnya keren banget, packing rapi, dan berfungsi sebagaimana fungsinya.",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Bagus.. Pengiriman cpt.. Ori.. Makasi yaa,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang bagus, harga maknyuuzzz.... Top markotop hahahaa...",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
"Barang bagus, sesuai sama harga",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
"Paket sudah diterima sesuai pesanan, packing rapih proses dan pengiriman cepat thx gan 👍👍👍",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Cepat,barang bagus sesuai pesanan,packing rapi.. ahh seneng dehhh",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang diterima sesuai deskripsi dan dikemas dengan rapih,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Produk yg dikirim berbeda dengan pict, karena di pict hanya ada warna strap hitam sya pikir hanya itu yg tertera. Ternyata barang yg dikirm strap coklat ring gold kurang cocok untuk pria. Alhasil g jadi pake. Overall jamnya bagus. Hanya box nya saja kurang menarik.",3.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,3
Barang dah smp.. cm g sesuai dgn yg sya pikirkan.. tp barangx sesuai gb kok..,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Pelayanan baik, pengiriman cepat.",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang bagus, sesuai gambar dan deskripsi. Pelayanan oke. Cpt smp 👍",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
Barang sesuai gambar dan fast respom🙏🙏,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sesuai. Terimakasih,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Keren jamnya makasih ya,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Cepat dan sesuai pesanan,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"respon cepat, dan karena tempatnya dekat dengan rumah, pengiriman jadi hanya butuh satu hari. good 👌",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barangnya keren. Tp packingnya biasa aj,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Produk sudah sampai...packing rapi,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Excellent!. Fast response, pengiriman cepat banget. Jam nya juga bagus, simple.. Sukaaaa!. Semoga awet. Trimakasih:)",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
Pengiriman cepattt.. syukaa sekaliih 😍,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sesuai dengan pesanan thx,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang bagus dan stylis dan dinamis,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
ty kakak cantikkkkk tyyyyyyyyyyyyyyyyyyy siiiiiiiiiiiiiipppppp tyyyyyyyyyyyyyyyyyyy siiiiiiiiiiiiiipppppp,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Bagus nyaman dipakai , kualitas bagus",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Fast Respond. Thanks 🙏,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang standar sesuai hrg,3.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Cocok dipake bokin.....,4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Barang bagus, pelayanan ok, terimakasih..",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
"Sip, pengiriman cepat, barang sesuai dan paketnya rapi.",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sesuai deskripsi. Packing rapi. Recommend,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Walaupun barang tdk sesuai yg dipesan, tp senang dgn pelayanan penjual.",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sdh terima. Tks tokopedia,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,4
"Respons cepat barang aman dipacking dengan bubble wrap cukup tebal dan barang sesuai, hanya saja Judul etalase dengan deskripsi tidak sesuai di judul menyatakan menjual jam tipe MQ-38-1A namun deskripsi barang yang dijual adalah tipe MQ-24-1A hal ini sudah jelas tidak sesuai dari bentuknya. Mohon dirubah deskripsinya agar tidak terjadi kesalahpahaman saat pembelian. Thankyou.",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,3
Terimakasih sudah sampai,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
Barang sudah diterima. Recommended. Lebih cocok untuk yang tangannya kecil.,5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Kualitas baik, harga terjangkau. Pokoknya top deh😄",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Kualitas sesuai harga, bagian samping jam sedikit keras jd kdg tidak nyaman ke kulit. Overall baik :)",4.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"niceeee. tahan air, aku bawa berenang baik2 aja",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"cepat tepat akurat.terima kasih,,,,,",5.0,fashion,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,2
"Hihihi,,kecit gan, btw bagus n tks",5.0,fashion,Casio Wanita LQ-142E-1ADF,2
Ya baguslah semoga awet,5.0,fashion,Casio Wanita LQ-142E-1ADF,2
"Respon sangat cepat, barang dibungkus dengan sangat oke. Arlojinya sendiri bagus &amp; berfungsi dengan baik.",5.0,fashion,Casio Wanita LQ-142E-1ADF,2
Ternyata mungil bngt tapi baguslah,5.0,fashion,Casio Wanita LQ-142E-1ADF,2
"Barang cepat sampai,recomended seller",5.0,fashion,Casio Wanita LQ-142E-1ADF,2
Jamnya ukuranya kecil jd ngk sesuai ekspetasi,2.0,fashion,Casio Wanita LQ-142E-1ADF,2
"Jamnya bagus, tapi sayang ukurannya klo buat saya sih kecil bgt",4.0,fashion,Casio Wanita LQ-142E-1ADF,4
"Barangnya gemeeeshhhh, ori, semoga awet",5.0,fashion,Casio Wanita LQ-142E-1ADF,2
Product sesuai dengan iklan,4.0,fashion,Casio Wanita LQ-142E-1ADF,2
Barang original Casio ada warranty card juga cocok buat kado seseorang haha.terima kasih,5.0,fashion,Casio Wanita LQ-142E-1ADF,2
"Pengiriman cepat, produknya bagus, sayang agak kecil",5.0,fashion,Casio Wanita LQ-142E-1ADF,4
